tig00000003	NZ_CP007243.1	92.827	182523	12659	321	142657	324919	2297515	2115167	0.0	2.641e+05
tig00000003	NZ_CP007243.1	92.702	144019	10224	187	928278	1072132	1521145	1377250	0.0	2.075e+05
tig00000003	NZ_CP007243.1	92.191	108453	8116	260	632289	740523	1840720	1732403	0.0	1.530e+05
tig00000003	NZ_CP007243.1	92.359	101086	7339	251	2402054	2502955	273751	172867	0.0	1.435e+05
tig00000003	NZ_CP007243.1	92.628	94003	6653	165	1912691	2006535	780000	686117	0.0	1.349e+05
tig00000003	NZ_CP007243.1	91.962	80055	6215	157	1749839	1829807	958722	878802	0.0	1.120e+05
tig00000003	NZ_CP007243.1	92.871	63715	4281	180	350024	413592	2097416	2033817	0.0	92256
tig00000003	NZ_CP007243.1	92.575	63099	4413	176	2503034	2565990	172837	109869	0.0	90317
tig00000003	NZ_CP007243.1	93.089	59749	3916	121	1	59632	129122	69470	0.0	87264
tig00000003	NZ_CP007243.1	90.152	65109	6176	189	1283994	1348985	1175797	1110808	0.0	84494
tig00000003	NZ_CP007243.1	93.939	53590	3010	170	758191	811690	1692563	1639122	0.0	80749
tig00000003	NZ_CP007243.1	92.497	54137	3833	175	2316123	2370155	360501	306490	0.0	77257
tig00000003	NZ_CP007243.1	91.377	55342	4443	236	517355	572523	1925525	1870340	0.0	75457
tig00000003	NZ_CP007243.1	92.511	46391	3343	104	1089077	1135409	1343890	1297573	0.0	66301
tig00000003	NZ_CP007243.1	90.653	48894	4252	228	1861400	1910126	829820	781078	0.0	64680
tig00000003	NZ_CP007243.1	91.473	46793	3828	107	446250	492987	1996455	1949770	0.0	64157
tig00000003	NZ_CP007243.1	91.822	42846	3359	99	1654474	1697257	1083684	1040922	0.0	59575
tig00000003	NZ_CP007243.1	93.509	35493	2245	40	2030793	2066265	670579	635126	0.0	52724
tig00000003	NZ_CP007243.1	91.252	38178	3152	136	1167263	1205369	1264934	1302994	0.0	51825
tig00000003	NZ_CP007243.1	91.603	33142	2649	76	107878	140954	2330585	2297513	0.0	45661
tig00000003	NZ_CP007243.1	92.260	31666	2335	79	1829804	1861412	878948	847342	0.0	44791
tig00000003	NZ_CP007243.1	90.196	26928	2486	113	59669	86507	69471	42609	0.0	34960
tig00000003	NZ_CP007243.1	91.903	24047	1874	50	2164936	2188944	521917	497906	0.0	33552
tig00000003	NZ_CP007243.1	89.616	26397	2568	125	572636	598956	1870251	1843952	0.0	33401
tig00000003	NZ_CP007243.1	93.500	22153	1365	55	1199910	1222029	1234333	1212223	0.0	32862
tig00000003	NZ_CP007243.1	92.916	21950	1470	52	2290587	2312503	393776	371879	0.0	31841
tig00000003	NZ_CP007243.1	94.727	20140	1037	15	1129991	1150119	1228878	1249003	0.0	31285
tig00000003	NZ_CP007243.1	93.119	21189	1332	84	2239931	2261068	435273	414160	0.0	30936
tig00000003	NZ_CP007243.1	89.508	23199	2272	118	493120	516261	1949576	1926483	0.0	29207
tig00000003	NZ_CP007243.1	92.862	17540	1172	45	740700	758198	1732378	1714878	0.0	25381
tig00000003	NZ_CP007243.1	89.902	19480	1827	111	2262457	2281861	414167	394753	0.0	24947
tig00000003	NZ_CP007243.1	91.406	17699	1481	31	325024	342699	2115116	2097435	0.0	24221
tig00000003	NZ_CP007243.1	94.070	15581	901	21	2014469	2030036	686165	670595	0.0	23632
tig00000003	NZ_CP007243.1	86.916	20965	2598	121	1352421	1373310	1104530	1083636	0.0	23385
tig00000003	NZ_CP007243.1	91.465	15865	1259	74	1730784	1746598	974937	959118	0.0	21708
tig00000003	NZ_CP007243.1	91.115	15059	1212	74	1151278	1166274	1249931	1264925	0.0	20281
tig00000003	NZ_CP007243.1	91.368	14771	1215	38	2222666	2237406	464848	450108	0.0	20159
tig00000003	NZ_CP007243.1	91.849	13152	1018	35	1716944	1730057	988088	974953	0.0	18299
tig00000003	NZ_CP007243.1	86.953	16188	1982	96	2102540	2118651	582200	566067	0.0	18074
tig00000003	NZ_CP007243.1	81.779	21881	3649	258	1467289	1489000	1617163	1638874	0.0	18007
tig00000003	NZ_CP007243.1	90.438	12309	1099	44	1264971	1277238	1190470	1178199	0.0	16138
tig00000003	NZ_CP007243.1	91.429	11562	900	60	2370317	2381830	306426	294908	0.0	15777
tig00000003	NZ_CP007243.1	89.962	12254	1144	65	2152088	2164296	534783	522571	0.0	15736
tig00000003	NZ_CP007243.1	91.732	11333	894	28	2066216	2077527	615284	603974	0.0	15697
tig00000003	NZ_CP007243.1	92.599	10053	703	29	95138	105175	12574	2548	0.0	14404
tig00000003	NZ_CP007243.1	88.782	10501	1085	59	2078447	2088887	603979	593512	0.0	12779
tig00000003	NZ_CP007243.1	89.828	8848	821	56	413643	422451	2033811	2025004	0.0	11280
tig00000003	NZ_CP007243.1	92.875	7312	507	13	919114	926415	1528759	1521452	0.0	10604
tig00000003	NZ_CP007243.1	90.981	7761	663	32	813484	821224	1606344	1598601	0.0	10419
tig00000003	NZ_CP007243.1	88.008	8197	888	60	823693	831848	1595751	1587609	0.0	9603
tig00000003	NZ_CP007243.1	84.696	9566	1336	102	888972	898472	1553760	1544258	0.0	9437
tig00000003	NZ_CP007243.1	86.579	7928	1022	37	2119039	2126948	565678	557775	0.0	8708
tig00000003	NZ_CP007243.1	91.305	6360	544	8	2207200	2213552	480405	474048	0.0	8672
tig00000003	NZ_CP007243.1	87.038	7445	806	93	2394641	2402022	281230	273882	0.0	8255
tig00000003	NZ_CP007243.1	92.137	5672	437	8	833287	838951	1582672	1577003	0.0	7995
tig00000003	NZ_CP007243.1	87.269	6441	730	68	1247732	1254119	1207667	1201264	0.0	7269
tig00000003	NZ_CP007243.1	89.927	5490	506	30	2195308	2200782	492020	486563	0.0	7031
tig00000003	NZ_CP007243.1	89.282	5393	496	49	2089740	2095094	592679	587331	0.0	6682
tig00000003	NZ_CP007243.1	85.031	6520	890	72	2143807	2150274	541958	535473	0.0	6554
tig00000003	NZ_CP007243.1	89.785	5120	460	39	2201388	2206474	485770	480681	0.0	6499
tig00000003	NZ_CP007243.1	88.303	5386	590	27	1259558	1264926	1195936	1190574	0.0	6420
tig00000003	NZ_CP007243.1	87.261	5660	637	65	904012	909638	1538457	1532849	0.0	6381
tig00000003	NZ_CP007243.1	91.525	4649	365	19	898990	903626	1543785	1539154	0.0	6375
tig00000003	NZ_CP007243.1	92.849	4349	305	6	2098135	2102480	586681	582336	0.0	6303
tig00000003	NZ_CP007243.1	83.772	4708	708	41	2127119	2131791	557602	552916	0.0	4410
tig00000003	NZ_CP007243.1	90.299	3216	295	17	2312547	2315753	371876	368669	0.0	4194
tig00000003	NZ_CP007243.1	80.476	5460	983	69	2215563	2220974	471981	466557	0.0	4100
tig00000003	NZ_CP007243.1	93.859	2703	162	4	105177	107877	2701	1	0.0	4069
tig00000003	NZ_CP007243.1	84.144	3967	581	38	2137395	2141341	548393	544455	0.0	3797
tig00000003	NZ_CP007243.1	85.968	3036	392	28	2132917	2135931	552950	549928	0.0	3216
tig00000003	NZ_CP007243.1	80.538	4203	756	46	1436940	1441120	1587721	1591883	0.0	3173
tig00000003	NZ_CP007243.1	93.436	2087	98	10	880728	882802	1561054	1558995	0.0	3059
tig00000003	NZ_CP007243.1	91.068	2172	188	6	2192919	2195087	494353	492185	0.0	2931
tig00000003	NZ_CP007243.1	88.908	2281	251	2	1281579	1283858	1178187	1175908	0.0	2809
tig00000003	NZ_CP007243.1	82.848	3160	485	46	1256161	1259290	1199240	1196108	0.0	2780
tig00000003	NZ_CP007243.1	82.297	3073	520	22	1445046	1448106	1603071	1606131	0.0	2639
tig00000003	NZ_CP007243.1	90.125	1843	175	5	821744	823579	1598014	1596172	0.0	2388
tig00000003	NZ_CP007243.1	78.577	3697	719	61	1441252	1444904	1592045	1595712	0.0	2372
tig00000003	NZ_CP007243.1	90.006	1751	172	3	93210	94959	39297	37549	0.0	2261
tig00000003	NZ_CP007243.1	93.262	1499	86	5	436658	438144	2022305	2020810	0.0	2194
tig00000003	NZ_CP007243.1	84.698	2150	291	31	2189633	2191758	497440	495305	0.0	2113
tig00000003	NZ_CP007243.1	87.982	1814	182	32	910643	912447	1532520	1530734	0.0	2109
tig00000003	NZ_CP007243.1	83.515	2299	331	34	874464	876745	1565121	1562854	0.0	2102
tig00000003	NZ_CP007243.1	76.265	4129	831	113	827646	831710	1602719	1598676	0.0	2058
tig00000003	NZ_CP007243.1	79.782	2849	524	38	1708980	1711808	632965	630149	0.0	2023
tig00000003	NZ_CP007243.1	95.420	1201	55	0	983232	984432	1483975	1482775	0.0	1914
tig00000003	NZ_CP007243.1	95.337	1201	56	0	965429	966629	1466172	1464972	0.0	1908
tig00000003	NZ_CP007243.1	80.557	2479	434	42	2382932	2385388	293006	290554	0.0	1864
tig00000003	NZ_CP007243.1	81.908	2233	358	43	1233198	1235410	1210792	1208586	0.0	1844
tig00000003	NZ_CP007243.1	90.743	1372	123	3	1256238	1257607	1660427	1661796	0.0	1827
tig00000003	NZ_CP007243.1	86.763	1662	185	25	912542	914187	1530691	1529049	0.0	1818
tig00000003	NZ_CP007243.1	74.783	4259	958	93	1702906	1707106	1029645	1033845	0.0	1808
tig00000003	NZ_CP007243.1	91.885	1257	101	1	857080	858336	1713565	1712310	0.0	1755
tig00000003	NZ_CP007243.1	88.952	1412	152	4	1254365	1255774	1201037	1199628	0.0	1740
tig00000003	NZ_CP007243.1	85.165	1692	250	1	1403889	1405579	1596186	1597877	0.0	1733
tig00000003	NZ_CP007243.1	74.300	4253	1006	72	1702906	1707114	31469	27260	0.0	1718
tig00000003	NZ_CP007243.1	89.011	1365	145	4	788941	790303	1197778	1199139	0.0	1685
tig00000003	NZ_CP007243.1	86.301	1387	170	15	877860	879232	1562460	1561080	0.0	1491
tig00000003	NZ_CP007243.1	84.756	1476	191	26	1697396	1698862	1038816	1037366	0.0	1448
tig00000003	NZ_CP007243.1	82.921	1616	262	12	1401947	1403555	2007952	2009560	0.0	1443
tig00000003	NZ_CP007243.1	87.609	1259	135	12	88799	90053	41828	40587	0.0	1441
tig00000003	NZ_CP007243.1	96.532	865	27	2	879605	880467	1558658	1557795	0.0	1428
tig00000003	NZ_CP007243.1	92.032	1004	76	3	887963	888964	1554807	1553806	0.0	1408
tig00000003	NZ_CP007243.1	90.622	981	83	3	2237404	2238375	450076	449096	0.0	1293
tig00000003	NZ_CP007243.1	80.058	1730	317	24	1087249	1088963	1345684	1343968	0.0	1258
tig00000003	NZ_CP007243.1	84.448	1286	177	20	853263	854536	1703853	1705127	0.0	1245
tig00000003	NZ_CP007243.1	84.399	1282	177	19	91077	92345	1703856	1705127	0.0	1238
tig00000003	NZ_CP007243.1	80.532	1618	293	17	1588601	1590207	374557	376163	0.0	1223
tig00000003	NZ_CP007243.1	85.312	1171	163	7	2142529	2143692	543253	542085	0.0	1201
tig00000003	NZ_CP007243.1	77.307	2102	428	43	1465021	1467100	1614913	1616987	0.0	1194
tig00000003	NZ_CP007243.1	84.508	1220	174	12	2221356	2222563	466167	464951	0.0	1192
tig00000003	NZ_CP007243.1	85.896	1021	126	14	884924	885940	1557793	1556787	0.0	1072
tig00000003	NZ_CP007243.1	90.060	835	70	8	858433	859265	1712134	1711311	0.0	1070
tig00000003	NZ_CP007243.1	81.550	1252	221	9	1228980	1230227	1212098	1210853	0.0	1024
tig00000003	NZ_CP007243.1	92.276	725	51	5	1150554	1151273	1249159	1249883	0.0	1024
tig00000003	NZ_CP007243.1	88.835	824	80	11	2191843	2192660	495283	494466	0.0	1002
tig00000003	NZ_CP007243.1	83.110	1119	159	21	2221353	2222451	314924	316032	0.0	992
tig00000003	NZ_CP007243.1	82.682	1126	165	18	2360583	2361699	465063	466167	0.0	972
tig00000003	NZ_CP007243.1	77.535	1647	328	31	1085039	1086667	1347880	1346258	0.0	953
tig00000003	NZ_CP007243.1	97.790	543	11	1	1114395	1114937	1794593	1794052	0.0	935
tig00000003	NZ_CP007243.1	97.422	543	13	1	678375	678916	1318589	1318047	0.0	924
tig00000003	NZ_CP007243.1	79.697	1320	234	30	422899	424198	2024777	2023472	0.0	922
tig00000003	NZ_CP007243.1	76.508	1741	378	24	2387205	2388924	287062	285332	0.0	920
tig00000003	NZ_CP007243.1	87.438	804	76	17	882797	883583	1558604	1557809	0.0	902
tig00000003	NZ_CP007243.1	87.101	783	97	4	2135999	2136780	549804	549025	0.0	883
tig00000003	NZ_CP007243.1	94.840	562	29	0	92365	92926	39850	39289	0.0	878
tig00000003	NZ_CP007243.1	78.103	1402	279	25	2261069	2262456	831208	829821	0.0	863
tig00000003	NZ_CP007243.1	78.103	1402	279	25	434954	436341	829821	831208	0.0	863
tig00000003	NZ_CP007243.1	78.103	1402	279	25	1747259	1748646	831208	829821	0.0	863
tig00000003	NZ_CP007243.1	78.368	1336	267	20	2261067	2262392	847350	846027	0.0	846
tig00000003	NZ_CP007243.1	78.368	1336	267	20	1747257	1748582	847350	846027	0.0	846
tig00000003	NZ_CP007243.1	88.056	720	77	9	2089051	2089765	593395	592680	0.0	845
tig00000003	NZ_CP007243.1	78.336	1334	267	20	435018	436341	846027	847348	0.0	843
tig00000003	NZ_CP007243.1	85.500	800	115	1	886513	887311	1556318	1555519	0.0	833
tig00000003	NZ_CP007243.1	88.626	677	74	3	1910258	1910933	781059	780385	0.0	821
tig00000003	NZ_CP007243.1	86.436	752	74	16	90343	91076	40587	39846	0.0	798
tig00000003	NZ_CP007243.1	85.889	737	88	8	832542	833268	1586827	1586097	0.0	771
tig00000003	NZ_CP007243.1	84.441	752	99	17	2382068	2382809	294770	294027	0.0	725
tig00000003	NZ_CP007243.1	75.565	1416	317	26	2261058	2262459	1708890	1710290	0.0	671
tig00000003	NZ_CP007243.1	75.552	1403	316	24	1747258	1748646	1708898	1710287	0.0	665
tig00000003	NZ_CP007243.1	75.535	1402	316	24	434954	436341	1710287	1708899	0.0	664
tig00000003	NZ_CP007243.1	80.891	853	154	8	599121	599968	1843803	1842955	0.0	664
